# event;subevent;status;phid;time;geo;pos dist; time dist;speed;user0
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;AZQNT1QCJX;owner;41995089-281E-4C45-B452-BA4E8013344E/L0/001;10/27/2019 12:05:33;44.51532 48.70782;0.00000;0.00032;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;AZQNT1QCJX;owner;E1AD55DE-8137-4074-99D4-F794984EFAD0/L0/001;10/27/2019 12:05:34;44.51532 48.70782;1.49011;0.66137;2.25307;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;AZQNT1QCJX;owner;48D0E720-83DB-4FFC-B4C6-D6E11C3E5C1B/L0/001;10/27/2019 12:45:15;44.53316 48.71424;0.00000;0.00369;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;AZQNT1QCJX;owner;D7003FB2-0066-47F9-B626-3DE6604D89B4/L0/001;10/27/2019 12:45:29;44.53316 48.71424;0.00000;0.11548;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;AZQNT1QCJX;owner;091764EE-03DE-4BDE-A4DF-A40ADB8A82AC/L0/001;10/27/2019 12:52:24;44.53316 48.71424;396.45705;0.30875;1284.07719;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;6P6W1M2Z8D;guest;42D3FFA2-66AD-414D-87C7-DEF7C3CD062D/L0/001;10/27/2019 13:10:56;39.69308 47.22016;0.37290;0.22099;1.68741;True
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;6P6W1M2Z8D;guest;120BD4C5-58EE-480F-B892-F6F8BA8204FC/L0/001;10/27/2019 13:24:11;39.69436 47.21692;396.62764;0.50054;792.39510;True
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;31FEE444-EE1B-4908-84F9-2D7040CE8DDC/L0/001;10/27/2019 13:54:13;44.53355 48.71584;0.00128;0.00043;0.01532;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;A2CD08AC-CFCD-45C0-8442-5201D5CC55A6/L0/001;10/27/2019 13:54:15;44.53357 48.71584;0.00073;0.00029;0.00880;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;98C2DC6F-B52A-459F-BE60-CBF2FF7C842C/L0/001;10/27/2019 13:54:16;44.53358 48.71584;0.00000;0.00034;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;1EDB2B71-6C07-4C31-956C-C1FD9B6BE3D2/L0/001;10/27/2019 13:54:17;44.53358 48.71584;0.00000;0.00047;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;AD359B30-04A7-4333-B0F5-6EE235EA366E/L0/001;10/27/2019 13:54:19;44.53358 48.71584;0.00000;0.00217;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;DCF589F6-D46C-41CF-8BE7-B21F7E23A1D0/L0/001;10/27/2019 13:54:27;44.53358 48.71584;0.00000;0.00055;0.00000;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;2863DC88-79BC-4648-BF87-BAF53BF6D483/L0/001;10/27/2019 13:54:29;44.53358 48.71584;0.06075;0.06714;0.72902;False
FA-7967513A-E0D0-4E72-B21D-76B5A2438D6D;9Q9JPZ053R;owner;857320FD-50AE-4A90-B810-88E31E869FB7/L0/001;10/27/2019 13:58:30;44.53286 48.71611;2.13842;2.22738;0.96006;False
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;MTP7PJIX1L;owner;E8F1A3DB-91CB-4E72-B3BD-13F10B934A58/L0/001;11/11/2019 08:43:07;39.3817  48.56253;1509.60934;1.28807;1171.99628;False
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;CDB45B25-6AD4-4C5B-A18A-8759EB3E474A/L0/001;11/11/2019 10:00:24;19.07342 47.48612;2.51113;0.09241;27.17260;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;ADBC7BA1-EBAC-458C-A6D6-F1344FDD8627/L0/001;11/11/2019 10:05:57;19.04046 47.48995;0.55808;0.29457;1.89457;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;0439D346-07EC-4768-A642-1B625719AD20/L0/001;11/11/2019 10:23:37;19.04314 47.49464;0.04460;0.05257;0.53521;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;56E49B92-3FC6-4AB6-9C08-CE6D68CB8119/L0/001;11/11/2019 10:26:46;19.04257 47.49474;0.14690;0.14764;0.99500;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;E2FBA32A-5C2B-4FA9-8A6A-52CCA90CEB10/L0/001;11/11/2019 10:35:38;19.04108 47.4956 ;0.01619;0.02472;0.19425;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;10FDC7CA-E6EF-4CF3-999B-7D7FC5127DC8/L0/001;11/11/2019 10:37:07;19.04088 47.49566;0.00916;0.00637;0.10995;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;3DB734B2-E560-4A94-AC8A-373FCF5AA1B6/L0/001;11/11/2019 10:37:30;19.04082 47.49573;0.00000;0.00189;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;C7223B54-61A8-4DD7-A859-16D6D72F436E/L0/001;11/11/2019 10:37:37;19.04082 47.49573;0.01203;0.02656;0.14435;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;788D5307-61AB-45A9-9C99-6425AE8CA40A/L0/001;11/11/2019 10:39:12;19.04071 47.49581;0.12036;0.05351;1.44432;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;B2D3228F-5FF3-47B4-8E15-6D649F106B9B/L0/001;11/11/2019 10:42:25;19.0401  47.49682;0.00000;0.00252;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;5AE3C38E-C532-4FC6-B920-295720F7D807/L0/001;11/11/2019 10:42:34;19.0401  47.49682;0.00000;0.00239;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;55D39F65-7E35-4961-A95F-231D8DFBDFA2/L0/001;11/11/2019 10:42:42;19.0401  47.49682;1.75410;0.09415;18.63094;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;7D6AF6B6-8772-461C-9821-FDBFB471D812/L0/001;11/11/2019 10:48:21;19.05741 47.48621;0.00000;0.00507;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;307309EC-7CF8-43FB-B3D4-FA93781666C0/L0/001;11/11/2019 10:48:40;19.05741 47.48621;0.07410;0.09110;0.81337;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;E4130C56-2DD1-4169-91A2-3F461734C99D/L0/001;11/11/2019 10:54:08;19.05648 47.48644;0.00000;0.00258;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;C426E628-E8E8-47F3-BAA8-7DCBE9156A68/L0/001;11/11/2019 10:54:17;19.05648 47.48644;0.07273;0.04239;0.87281;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;6F8A7E68-0A30-4534-AD4D-4DBA513656E1/L0/001;11/11/2019 10:56:50;19.05591 47.48591;0.34795;0.18853;1.84558;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;4E01B1A5-C44E-471B-BBAF-6D99676DC230/L0/001;11/11/2019 11:08:08;19.05139 47.48524;0.00000;0.00000;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;6E92E5EC-559A-4159-89F7-1C7E736A518F/L0/001;11/11/2019 11:08:08;19.05139 47.48524;0.14373;0.12832;1.12015;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;09FA26C5-F1BD-4984-9BF0-C6882FE48333/L0/001;11/11/2019 11:15:50;19.05025 47.48628;0.00000;0.00000;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;FF23E1CD-58E0-4A0A-AE48-6AA46CBC9B28/L0/001;11/11/2019 11:15:50;19.05025 47.48628;1.52063;0.02714;18.24753;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;CB08142E-CEE5-4CAF-B059-E236822AF0AE/L0/001;11/11/2019 11:17:28;19.03931 47.4978 ;0.00000;0.00112;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;D1C44BD1-DF01-42FE-B30C-562EDE35A9A4/L0/001;11/11/2019 11:17:32;19.03931 47.4978 ;0.25540;0.13873;1.84091;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;17EE5DDD-FD16-4B99-AFC2-E684DB54BD6F/L0/001;11/11/2019 11:25:51;19.04239 47.49878;1.45226;0.02232;17.42715;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;B81D7671-5F87-4477-8A57-9252C6361F63/L0/001;11/11/2019 11:27:12;19.04901 47.4865 ;0.24150;0.14454;1.67074;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;B7A77333-AD86-4115-9732-3DCAA5B0151B/L0/001;11/11/2019 11:35:52;19.04611 47.48744;0.00000;0.00220;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;8AECE994-F0C4-4A20-BB3D-F35CA5BAEA83/L0/001;11/11/2019 11:36:00;19.04611 47.48744;0.28857;0.27517;1.04871;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;A010FFC9-E285-4AB1-BCD2-EE533F874D97/L0/001;11/11/2019 11:52:31;19.04446 47.48978;0.92046;0.43823;2.10039;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;3745241F-10AA-4A84-97BC-C304DEE0CF06/L0/001;11/11/2019 12:18:48;19.05579 47.49294;0.00395;0.02963;0.04745;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;D21474EE-3F8A-495F-BEE4-69DD968C6AB8/L0/001;11/11/2019 12:20:35;19.05585 47.49294;0.00000;0.00113;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;E4311699-64B7-4CFF-B1F5-FC49C90EEBC3/L0/001;11/11/2019 12:20:39;19.05585 47.49294;0.00000;0.00276;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;B903FDCA-5D52-4EE1-BE41-1EEC89526B1A/L0/001;11/11/2019 12:20:49;19.05585 47.49294;0.05030;0.01967;0.60357;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;0336A17E-66B9-4E2D-BCCA-7023C8371814/L0/001;11/11/2019 12:22:00;19.05519 47.49285;0.05120;0.00061;0.61440;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;6A99EFF5-D800-4E6E-BE95-3AC1E2FA96EF/L0/001;11/11/2019 12:22:02;19.05587 47.49287;0.00000;0.00117;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;C286BD25-51AF-4E68-B509-DF7BAF8712DB/L0/001;11/11/2019 12:22:06;19.05587 47.49287;0.00748;0.01012;0.08980;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;24272972-768B-42CE-86DD-F1F69379BFC8/L0/001;11/11/2019 12:22:43;19.05593 47.49292;1.40809;0.44826;3.14124;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;5D778CD2-41BF-4FE7-A671-8607191C56B7/L0/001;11/11/2019 12:49:36;19.07238 47.48684;0.00000;0.00305;0.00000;True
FA-467207B7-2788-4FA5-94FF-9CC72CC22FB0;STNISKX2PD;guest;A2E1DFD0-A97A-46AA-9C03-B5AFC7542FA5/L0/001;11/11/2019 12:49:47;19.07238 47.48684;2.15773;3.13932;0.68732;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;1FCCA3D8-43B1-4773-B09D-3C37A68F15DB/L0/001;11/13/2019 10:49:38;19.06767 47.501  ;0.04332;0.00753;0.51988;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;703ADDC9-4C1B-40B6-A8D9-EB36C39400A0/L0/001;11/13/2019 10:50:05;19.06714 47.50116;1.91345;0.80599;2.37404;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;6125DCE8-A609-4DB3-A5D5-AEFD187FF414/L0/001;11/13/2019 11:38:26;19.0801  47.51599;0.09515;0.07531;1.14184;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;08BBA071-918A-4413-864A-99CA38F08829/L0/001;11/13/2019 11:42:57;19.0813  47.51572;0.00000;0.00863;0.00000;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;B264C982-1979-476E-99D2-5BE6EEF95D09/L0/001;11/13/2019 11:43:28;19.0813  47.51572;0.00420;0.03872;0.05038;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;9CCEEE6A-425B-4BDB-A2FC-69FCCCD3DD5E/L0/001;11/13/2019 11:45:48;19.08126 47.51568;0.03358;0.02891;0.40301;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;DBACE51D-893D-4F54-A5E3-B0C5084F62ED/L0/001;11/13/2019 11:47:32;19.08124 47.51599;0.09588;0.09972;0.96151;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;C5263EC8-BE16-4AE7-9B5D-A5A2AA8B1943/L0/001;11/13/2019 11:53:31;19.08222 47.51543;0.07270;0.05586;0.87239;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;FEAAEC34-69C6-4CD3-A188-27594D984A3A/L0/001;11/13/2019 11:56:52;19.08286 47.51494;0.47551;0.91159;0.52163;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;PR9IONPP2M;guest;43E9FFC3-8EE8-4A2E-9966-A9907431ACC7/L0/001;11/13/2019 12:51:34;19.08839 47.51286;1508.20745;0.20849;7234.09078;True
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;59985DD9-5188-4F4C-8BDA-EA849170BBBC/L0/001;11/13/2019 13:04:04;39.38572 48.55926;0.00676;0.00911;0.08109;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;28F4EC55-2BD2-4C95-9136-0738F6F796D7/L0/001;11/13/2019 13:04:37;39.38575 48.55932;0.00204;0.00185;0.02454;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;2D7936AD-B4E2-4832-AB43-DF080E842DEE/L0/001;11/13/2019 13:04:44;39.38578 48.55931;0.00348;0.00333;0.04173;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;FBF4F7A4-72F3-4402-BBA4-FA9841284138/L0/001;11/13/2019 13:04:56;39.38573 48.55931;0.00204;0.00075;0.02446;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;DC370F76-FFCB-4B59-9377-2F870D518741/L0/001;11/13/2019 13:04:58;39.38573 48.55929;0.00000;0.00064;0.00000;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;4432B394-DD9E-4D4F-980A-9C43ED33A0CB/L0/001;11/13/2019 13:05:01;39.38573 48.55929;0.00000;0.00060;0.00000;False
FA-B5582A77-6802-4E5C-8476-3D3191102DCD;T2VN42GPXH;owner;7FA5C4B1-B37D-4D25-BC2E-DD0C36F9A07F/L0/001;11/13/2019 13:05:03;39.38573 48.55929;1511.77787;2.11558;714.59150;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;0839D3A3-A61A-4065-A584-CF3EF59990A3/L0/001;11/14/2019 11:15:31;16.41362 48.19064;1.07420;0.40278;2.66695;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;175CC5EE-D0E3-44DF-946B-246A1294092D/L0/001;11/14/2019 11:39:41;16.40177 48.19621;0.00000;0.00000;0.00000;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;A2401897-F4A5-46B2-93AF-E259B32FBD50/L0/001;11/14/2019 11:39:41;16.40177 48.19621;0.21658;0.00238;2.59897;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;1118EE32-AD07-4A7D-81E6-3A751ACC5149/L0/001;11/14/2019 11:39:50;16.40466 48.19652;1.10601;0.48308;2.28950;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;5D20D6DF-5FED-43A2-9D55-9C044D8B393B/L0/001;11/14/2019 12:08:49;16.39266 48.20244;0.00000;0.00000;0.00000;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;XZ74BLWXJX;owner;E8DD2436-E69F-4A90-8ECE-43871B5DED76/L0/001;11/14/2019 12:08:49;16.39266 48.20244;1690.85608;0.56018;3018.39770;False
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;46CA0546-1590-4538-AE6F-72ADD346A053/L0/001;11/14/2019 12:42:26;39.38332 48.56342;2.80813;0.00457;33.69755;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;98FE91CF-2C6B-41C4-9AA7-A4ED19476AAB/L0/001;11/14/2019 12:42:42;39.34515 48.56412;0.00460;0.00136;0.05514;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;4DE8B76C-D1EB-4B00-A147-5FA74BADC85E/L0/001;11/14/2019 12:42:47;39.34508 48.56411;0.00401;0.00059;0.04817;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;5F1FE6FE-A90E-4240-A618-50A7F3B932CB/L0/001;11/14/2019 12:42:49;39.34513 48.56413;0.00000;0.00021;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;64E9E6AB-B54E-444D-AD29-0D99648D2CE4/L0/001;11/14/2019 12:42:50;39.34513 48.56413;0.00200;0.00040;0.02394;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;708435C9-B09E-4A96-A35B-BC9737452B05/L0/001;11/14/2019 12:42:51;39.34515 48.56414;0.00000;0.00021;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;F2971ED2-6487-4172-968A-76F9BCC6849B/L0/001;11/14/2019 12:42:52;39.34515 48.56414;0.00200;0.00033;0.02395;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;6C090AC3-F176-4C56-ADFE-10319E84F432/L0/001;11/14/2019 12:42:53;39.34518 48.56414;0.00000;0.00016;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;C61132D5-1850-4696-BBF3-8785D2843FBF/L0/001;11/14/2019 12:42:54;39.34518 48.56414;0.00110;0.00017;0.01324;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;36F08ED8-133B-49C9-A7ED-EDE2BBE57E86/L0/001;11/14/2019 12:42:55;39.3452  48.56414;0.00128;0.00029;0.01537;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;F1C9E157-F8A5-4069-B81A-EE277DC70501/L0/001;11/14/2019 12:42:56;39.34521 48.56414;0.00251;0.00099;0.03016;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;BFABD68B-3141-4F77-9A34-71375EB725B3/L0/001;11/14/2019 12:42:59;39.34525 48.56415;0.00152;0.00075;0.01820;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;D21FC9A4-B46F-4AF4-BE2A-53109677534A/L0/001;11/14/2019 12:43:02;39.34526 48.56415;0.00093;0.00059;0.01122;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;D069366C-3233-451F-8DE5-D58093F5152C/L0/001;11/14/2019 12:43:04;39.34528 48.56415;0.00074;0.00056;0.00882;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;F95B2E5D-B2C2-407A-AEA7-AD3BBB6E7619/L0/001;11/14/2019 12:43:06;39.34529 48.56415;0.00000;0.00023;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;DD909CDC-25ED-4604-9A1F-409E3C249BAA/L0/001;11/14/2019 12:43:07;39.34529 48.56415;0.00037;0.00023;0.00441;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;8E29DCA8-693D-4263-8887-4048C920E4F7/L0/001;11/14/2019 12:43:08;39.34529 48.56415;0.00632;0.00588;0.07588;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;FB482905-55F8-4280-BD7D-306EEBA693C4/L0/001;11/14/2019 12:43:29;39.34532 48.56421;0.00061;0.00028;0.00729;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;C4578AAE-2FA2-4D07-AC76-72AD1937CCE9/L0/001;11/14/2019 12:43:30;39.34532 48.56421;0.00062;0.00019;0.00738;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;871A415E-ABB9-47A8-9352-FFA6686795A5/L0/001;11/14/2019 12:43:31;39.34532 48.56422;0.00000;0.00018;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;5961C74E-8EF3-4C87-986D-72D6F7DAE71A/L0/001;11/14/2019 12:43:31;39.34532 48.56422;0.00100;0.00025;0.01196;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;4E72CA4F-A31E-4B3C-B388-8C39AD394255/L0/001;11/14/2019 12:43:32;39.34531 48.56421;0.00052;0.00022;0.00626;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;75AB630B-A212-488B-B08A-DCE18C439B61/L0/001;11/14/2019 12:43:33;39.34532 48.56421;0.00037;0.00040;0.00444;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;CBCEDBF8-22F2-4536-9196-40520664F927/L0/001;11/14/2019 12:43:34;39.34532 48.5642 ;0.00100;0.00013;0.01196;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;53403EC8-4AB0-47CC-BB88-9E92607A3FD3/L0/001;11/14/2019 12:43:35;39.34531 48.56419;0.00215;0.00267;0.02581;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;541BF21F-1530-45B9-AE07-EECA4FE48530/L0/001;11/14/2019 12:43:44;39.34534 48.56418;0.00000;0.00019;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;24313741-A334-49F7-A4FB-0FB4E9C9AE72/L0/001;11/14/2019 12:43:45;39.34534 48.56418;0.00000;0.00075;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;931C7A65-493B-44B5-B4C1-49082BD274A5/L0/001;11/14/2019 12:43:48;39.34534 48.56418;0.00000;0.00016;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;6F0F2AA5-DFC2-4D37-981C-37B9E7C74AB1/L0/001;11/14/2019 12:43:48;39.34534 48.56418;0.00000;0.00018;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;AC71B2CB-DD4A-437E-AAD1-4647999F41A8/L0/001;11/14/2019 12:43:49;39.34534 48.56418;0.00000;0.00021;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;47A4CCC0-890D-4A31-BEB5-7B2820850DC0/L0/001;11/14/2019 12:43:50;39.34534 48.56418;0.00000;0.00764;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;05802A46-66EF-4D05-94DB-B43B7C075F2C/L0/001;11/14/2019 12:44:17;39.34534 48.56418;0.00000;0.00012;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;15162F5F-A04E-4EF9-BB53-905E616E6385/L0/001;11/14/2019 12:44:18;39.34534 48.56418;0.00000;0.00013;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;2CE4E080-1C3A-4756-8247-D05F7AF32EF7/L0/001;11/14/2019 12:44:18;39.34534 48.56418;0.01657;0.00011;0.19883;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;1B0EB1E4-4B74-46BA-A2BC-6745645BB899/L0/001;11/14/2019 12:44:19;39.34552 48.56409;0.06988;0.00086;0.83851;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;CD99F2B6-1299-446F-B3D1-F51D3E9798F8/L0/001;11/14/2019 12:44:22;39.34647 48.56411;0.00111;0.00029;0.01333;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;E4F1CCE7-750C-4292-8026-86DC5CA0D652/L0/001;11/14/2019 12:44:23;39.34648 48.5641 ;0.00044;0.00033;0.00533;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;F7576593-2D55-4B33-99FB-59FFAA310452/L0/001;11/14/2019 12:44:24;39.34648 48.56409;0.00000;0.00032;0.00000;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;74F52406-AE81-4D6A-A777-359ECD57395C/L0/001;11/14/2019 12:44:25;39.34648 48.56409;0.00025;0.00024;0.00295;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;BD79F9DD-1BC3-47EE-83A4-77FE594CF307/L0/001;11/14/2019 12:44:26;39.34648 48.56409;0.00215;0.00053;0.02581;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;07033773-839E-48D9-9E26-945023A63621/L0/001;11/14/2019 12:44:28;39.34646 48.56411;0.00111;0.00112;0.01334;True
FA-43F49EF4-26ED-40E7-A8A9-30BF82465F81;JJJCFU0KL9;guest;D5066CEF-DD37-4327-A255-7475583118BA/L0/001;11/14/2019 12:44:32;39.34646 48.56412;0.02690;0.01087;0.32275;True
